Timestamp,mempool-count
2018-03-20 17:45:00,1684.5
2018-03-21 11:15:00,1890
2018-03-22 04:45:00,931.5
2018-03-22 22:15:00,1132
2018-03-23 15:45:00,1095
2018-03-24 09:15:00,682
2018-03-25 02:45:00,284.5
2018-03-25 20:15:00,3532.5
2018-03-26 13:45:00,4658.5
2018-03-27 07:15:00,1204
2018-03-28 00:45:00,712
2018-03-28 18:15:00,793
2018-03-29 11:45:00,2305
2018-03-30 05:15:00,2059.5
2018-03-30 22:45:00,785.5
2018-03-31 16:15:00,2092.5
2018-04-01 09:45:00,2163.5
2018-04-02 03:15:00,435
2018-04-02 20:45:00,588.5
2018-04-03 14:15:00,2949.5
2018-04-04 07:45:00,3326.5
2018-04-05 01:15:00,433
2018-04-05 18:45:00,550.5
2018-04-06 12:15:00,3996.5
2018-04-07 05:45:00,397
2018-04-07 23:15:00,377.5
2018-04-08 16:45:00,2424
2018-04-09 10:15:00,444
2018-04-10 03:45:00,846.5
2018-04-10 21:15:00,449.5
2018-04-11 14:45:00,1595.5
2018-04-12 08:15:00,1717
2018-04-13 01:45:00,703
2018-04-13 19:15:00,3318
2018-04-14 12:45:00,7739
2018-04-15 06:15:00,609.5
2018-04-15 23:45:00,578
2018-04-16 17:15:00,6938
2018-04-17 10:45:00,3907
2018-04-18 04:15:00,364.5
2018-04-18 21:45:00,797.5
2018-04-19 15:15:00,4667.5
2018-04-20 08:45:00,1675.5
2018-04-21 02:15:00,513
2018-04-21 19:45:00,1828.5
2018-04-22 13:15:00,568
2018-04-23 06:45:00,3094
2018-04-24 00:15:00,620.5
2018-04-24 17:45:00,1312.5
2018-04-25 11:15:00,10304.5
2018-04-26 04:45:00,1180
2018-04-26 22:15:00,895
2018-04-27 15:45:00,2812
2018-04-28 09:15:00,1026
2018-04-29 02:45:00,415
2018-04-29 20:15:00,4606.5
2018-04-30 13:45:00,7554.5
2018-05-01 07:15:00,1344.5
2018-05-02 00:45:00,5058.5
2018-05-02 18:15:00,7701.5
2018-05-03 11:45:00,1811.5
2018-05-04 05:15:00,2460.5
2018-05-04 22:45:00,4277.5
2018-05-05 16:15:00,5555
2018-05-06 09:45:00,4199
2018-05-07 03:15:00,3723
2018-05-07 20:45:00,4133.5
2018-05-08 14:15:00,13295
2018-05-09 07:45:00,902.5
2018-05-10 01:15:00,516
2018-05-10 18:45:00,1009
2018-05-11 12:15:00,10789.5
2018-05-12 05:45:00,784
2018-05-12 23:15:00,755.5
2018-05-13 16:45:00,1522.5
2018-05-14 10:15:00,5029.5
2018-05-15 03:45:00,896
2018-05-15 21:15:00,1446
2018-05-16 14:45:00,819.5
2018-05-17 08:15:00,2137.5
2018-05-18 01:45:00,12269
2018-05-18 19:15:00,734
2018-05-19 12:45:00,708.5
2018-05-20 06:15:00,422.5
2018-05-20 23:45:00,3578
2018-05-21 17:15:00,745.5
2018-05-22 10:45:00,964.5
2018-05-23 04:15:00,2144
2018-05-23 21:45:00,286
2018-05-24 15:15:00,1687
2018-05-25 08:45:00,2248.5
2018-05-26 02:15:00,365.5
2018-05-26 19:45:00,1557.5
2018-05-27 13:15:00,1833.5
2018-05-28 06:45:00,2912.5
2018-05-29 00:15:00,2519.5
2018-05-29 17:45:00,7035
2018-05-30 11:15:00,496
2018-05-31 04:45:00,2117.5
2018-05-31 22:15:00,974.5
2018-06-01 15:45:00,2664
2018-06-02 09:15:00,1145.5
2018-06-03 02:45:00,268.5
2018-06-03 20:15:00,3366
2018-06-04 13:45:00,6262
2018-06-05 07:15:00,1372
2018-06-06 00:45:00,2495
2018-06-06 18:15:00,2379
2018-06-07 11:45:00,7676.5
2018-06-08 05:15:00,1230
2018-06-08 22:45:00,4279
2018-06-09 16:15:00,4001
2018-06-10 09:45:00,1637
2018-06-11 03:15:00,532
2018-06-11 20:45:00,4314
2018-06-12 14:15:00,3907.5
2018-06-13 07:45:00,1294
2018-06-14 01:15:00,1510
2018-06-14 18:45:00,687.5
2018-06-15 12:15:00,3413.5
2018-06-16 05:45:00,1838.5
2018-06-16 23:15:00,368
2018-06-17 16:45:00,323.5
2018-06-18 10:15:00,392
2018-06-19 03:45:00,594
2018-06-19 21:15:00,4921
2018-06-20 14:45:00,11592.5
2018-06-21 08:15:00,581.5
2018-06-22 01:45:00,1335
2018-06-22 19:15:00,1203
2018-06-23 12:45:00,263
2018-06-24 06:15:00,1507.5
2018-06-24 23:45:00,1557.5
2018-06-25 17:15:00,8999
2018-06-26 10:45:00,1435.5
2018-06-27 04:15:00,6932.5
2018-06-27 21:45:00,5824
2018-06-28 15:15:00,1448.5
2018-06-29 08:45:00,822.5
2018-06-30 02:15:00,571
2018-06-30 19:45:00,1031
2018-07-01 13:15:00,2871.5
2018-07-02 06:45:00,1432.5
2018-07-03 00:15:00,3851
2018-07-03 17:45:00,7923
2018-07-04 11:15:00,1343
2018-07-05 04:45:00,653
2018-07-05 22:15:00,5826.5
2018-07-06 15:45:00,1905.5
2018-07-07 09:15:00,2326
2018-07-08 02:45:00,347
2018-07-08 20:15:00,4006
2018-07-09 13:45:00,8579.5
2018-07-10 07:15:00,5638.5
2018-07-11 00:45:00,1044.5
2018-07-11 18:15:00,5350
2018-07-12 11:45:00,10217.5
2018-07-13 05:15:00,3795
2018-07-13 22:45:00,5807
2018-07-14 16:15:00,3635
2018-07-15 09:45:00,870
2018-07-16 03:15:00,591
2018-07-16 20:45:00,2544.5
2018-07-17 14:15:00,2402.5
2018-07-18 07:45:00,1178.5
2018-07-19 01:15:00,1752.5
2018-07-19 18:45:00,809
2018-07-20 12:15:00,1349.5
2018-07-21 05:45:00,456
2018-07-21 23:15:00,597.5
2018-07-22 16:45:00,1137.5
2018-07-23 10:15:00,4565.5
2018-07-24 03:45:00,750.5
2018-07-24 21:15:00,5191
2018-07-25 14:45:00,6192
2018-07-26 08:15:00,895
2018-07-27 01:45:00,2870
2018-07-27 19:15:00,700
2018-07-28 12:45:00,1448
2018-07-29 06:15:00,835
2018-07-29 23:45:00,551.5
2018-07-30 17:15:00,3064.5
2018-07-31 10:45:00,1810.5
2018-08-01 04:15:00,1911
2018-08-01 21:45:00,3394
2018-08-02 15:15:00,1257.5
2018-08-03 08:45:00,6880.5
2018-08-04 02:15:00,610
2018-08-04 19:45:00,1449
2018-08-05 13:15:00,2812.5
2018-08-06 06:45:00,1202
2018-08-07 00:15:00,4716.5
2018-08-07 17:45:00,2187
2018-08-08 11:15:00,3696.5
2018-08-09 04:45:00,3893.5
2018-08-09 22:15:00,657
2018-08-10 15:45:00,794
2018-08-11 09:15:00,1509
2018-08-12 02:45:00,987
2018-08-12 20:15:00,4378
2018-08-13 13:45:00,4173.5
2018-08-14 07:15:00,6306.5
2018-08-15 00:45:00,687.5
2018-08-15 18:15:00,5843
2018-08-16 11:45:00,1402
2018-08-17 05:15:00,511
2018-08-17 22:45:00,1499
2018-08-18 16:15:00,1074
